"","CODE_CIRCO","NOM.x","PRENOM.x","CIVILITE.x","CODE_NUANCE","SCORE_2024","NOM.y","PRENOM.y","CIVILITE.y","SCORE_2022","DIFF_2024_2022","FLOURISH_CODE_CIRCO","circo_name","classe","classe_num","colour_categ","changement","text_color","popup_html"
"72","2404","PEYRAT","Jérôme","M.","LR",11.87,"FANIER","Basile","M.",12.45,-0.579999999999998,"2404","4e circonscription de la Dordogne","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 12,45% à 11,87%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -0,58 points.</span>"
"73","2501","BRANGET","Françoise","Mme","LR",14.16,"VIENET","Michel","M.",11.01,3.15,"2501","1ère circonscription du Doubs","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 11,01% à 14,16%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  3,15 points.</span>"
"74","2502","FAGAUT","Ludovic","M.","LR",20.98,"KAOULAL","Chafia","Mme",10.8,10.18,"2502","2e circonscription du Doubs","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 10,80% à 20,98%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 10,18 points.</span>"
"75","2503","CARTIER","Frédéric","M.","LR",25.05,"FROPPIER","Christophe","M.",8.26,16.79,"2503","3e circonscription du Doubs","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  8,26% à 25,05%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 16,79 points.</span>"
"76","2504","NEDEY","Valère","M.","LR",17.32,"BLOCH","Matthieu","M.",10.76,6.56,"2504","4e circonscription du Doubs","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 10,76% à 17,32%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,56 points.</span>"
"77","2505","GENEVARD","Annie","Mme","LR",38.49,"GENEVARD","Annie","Mme",42.07,-3.58,"2505","5e circonscription du Doubs","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 42,07% à 38,49%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -3,58 points.</span>"
"78","2601","RACT-MADOUX","Bertrand","M.","LR",18.86,"PUGEAT","Véronique","Mme",19.46,-0.600000000000001,"2601","1ère circonscription de la Drôme","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 19,46% à 18,86%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -0,60 points.</span>"
"79","2603","BERARD","Paul","M.","LR",19.43,"BERARD","Paul","M.",15.87,3.56,"2603","3e circonscription de la Drôme","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 15,87% à 19,43%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  3,56 points.</span>"
"80","2604","ANTHOINE","Emmanuelle","Mme","LR",21.12,"ANTHOINE","Emmanuelle","Mme",25.82,-4.7,"2604","4e circonscription de la Drôme","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 25,82% à 21,12%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -4,70 points.</span>"
"81","2701","DIOUKHANÉ","Coumba","Mme","LR",6.16,"ALORY","Christophe","M.",8.13,-1.97,"2701","1ère circonscription de l'Eure","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de  8,13% à  6,16%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -1,97 points.</span>"
"82","2702","LEGENDRE","Jean-Paul","M.","LR",13.58,"MARAGLIANO","Francine","Mme",10.15,3.43,"2702","2e circonscription de l'Eure","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 10,15% à 13,58%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  3,43 points.</span>"
"83","2705","RASSAËRT","Alexandre","M.","LR",19.78,"DAVERTON","David","M.",8.14,11.64,"2705","5e circonscription de l'Eure","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  8,14% à 19,78%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 11,64 points.</span>"
"84","2801","MASSELUS","Franck","M.","LR",22.15,"VERGNE","Ladislas","M.",8.81,13.34,"2801","1ère circonscription d'Eure-et-Loir","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  8,81% à 22,15%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 13,34 points.</span>"
"85","2802","MARLEIX","Olivier","M.","LR",29.12,"MARLEIX","Olivier","M.",28.37,0.75,"2802","2e circonscription d'Eure-et-Loir","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 28,37% à 29,12%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  0,75 points.</span>"
"86","2803","DE LA RAUDIERE","Laure","Mme","LR",30.82,"MARTIAL","Rémi","M.",8.91,21.91,"2803","3e circonscription d'Eure-et-Loir","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  8,91% à 30,82%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 21,91 points.</span>"
"87","2903","MOUCHOT","Marie-Catherine","Mme","LR",10.03,"LE BIAN","Francis","M.",6.38,3.65,"2903","3e circonscription du Finistère","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  6,38% à 10,03%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  3,65 points.</span>"
"88","2904","DE CALAN","Maël","M.","LR",28.52,"HÉNAFF","Marie-Claire","Mme",11.55,16.97,"2904","4e circonscription du Finistère","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 11,55% à 28,52%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 16,97 points.</span>"
"89","2906","NICOLAS","Gaëlle","Mme","LR",18.1,"NICOLAS","Gaëlle","Mme",10.6,7.5,"2906","6e circonscription du Finistère","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 10,60% à 18,10%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,50 points.</span>"
"90","2907","GUILLON","Didier","M.","LR",16.98,"LE GUEN","Eric","M.",12.08,4.9,"2907","7e circonscription du Finistère","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 12,08% à 16,98%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,90 points.</span>"
"91","2908","BOIDIN","Laëtitia","Mme","LR",9.87,"GOURLAOUEN","Claire","Mme",6.65,3.22,"2908","8e circonscription du Finistère","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  6,65% à  9,87%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  3,22 points.</span>"
"92","3002","MOURRUT","Pascale","Mme","LR",14.22,"TOUZELLIER","Frédéric","M.",8.72,5.5,"3002","2e circonscription du Gard","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  8,72% à 14,22%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,50 points.</span>"
"93","3003","DHERBECOURT","Muriel","Mme","LR",12.16,"ARNAUD","Blandine","Mme",6.73,5.43,"3003","3e circonscription du Gard","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  6,73% à 12,16%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,43 points.</span>"
"94","3005","BOYER","Léa","Mme","LR",10.42,"BOYER","Léa","Mme",7.8,2.62,"3005","5e circonscription du Gard","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  7,80% à 10,42%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  2,62 points.</span>"
"95","3006","FLANDIN","Richard","M.","LR",13.22,"COURDIL","François","M.",9.21,4.01,"3006","6e circonscription du Gard","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  9,21% à 13,22%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,01 points.</span>"
"96","3101","CHOLLET","François","M.","LR",13,"CASTILLO-MENDEGRIS","Oscar","M.",3.73,9.27,"3101","1ère circonscription de la Haute-Garonne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  3,73% à 13,00%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  9,27 points.</span>"
"97","3102","GENNARO-SAINT","Christine","Mme","LR",11.31,"GENNARO-SAINT","Christine","Mme",5.75,5.56,"3102","2e circonscription de la Haute-Garonne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  5,75% à 11,31%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,56 points.</span>"
"98","3103","ARRIBAGÉ","Laurence","Mme","LR",22.27,"ARRIBAGÉ","Laurence","Mme",16.1,6.17,"3103","3e circonscription de la Haute-Garonne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 16,10% à 22,27%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,17 points.</span>"
"99","3104","SERP","Bertrand","M.","LR",13.26,"SERP","Bertrand","M.",8.8,4.46,"3104","4e circonscription de la Haute-Garonne","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  8,80% à 13,26%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,46 points.</span>"
"100","3106","LABORDE","Damien","M.","LR",10.47,"ALVES","Christophe","M.",4.36,6.11,"3106","6e circonscription de la Haute-Garonne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  4,36% à 10,47%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,11 points.</span>"
"101","3107","BORRET","Françoise","Mme","LR",8.53,"BANCHERIT","Christophe","M.",3.13,5.4,"3107","7e circonscription de la Haute-Garonne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  3,13% à  8,53%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,40 points.</span>"
"102","3109","PAUZIN-FOURNIÉ","Simone","Mme","LR",8.93,"DUFRAISSE","Cecile","Mme",4.81,4.12,"3109","9e circonscription de la Haute-Garonne","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  4,81% à  8,93%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,12 points.</span>"
"103","3110","LAFON","Arnaud","M.","LR",10.85,"RESPAUD","Stéphanie","Mme",5.24,5.61,"3110","10e circonscription de la Haute-Garonne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  5,24% à 10,85%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,61 points.</span>"
"104","3202","NETO","Barbara","Mme","LR",10.16,"GABAS","Michel","M.",11.99,-1.83,"3202","2e circonscription du Gers","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 11,99% à 10,16%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -1,83 points.</span>"
"105","3301","FLORIAN","Nicolas","M.","LR",20.07,"NJIKAM","Pierre De Gaetan","M.",8.03,12.04,"3301","1ère circonscription de la Gironde","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  8,03% à 20,07%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 12,04 points.</span>"
"106","3302","WALRYCK","Anne","Mme","LR",15.79,"CUNY","Emmanuelle","Mme",7.41,8.38,"3302","2e circonscription de la Gironde","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  7,41% à 15,79%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  8,38 points.</span>"
"107","3305","LEGRAND","Florence","Mme","LR",9.52,"CHAINE-RIBEIRO","Viviane","Mme",4.26,5.26,"3305","5e circonscription de la Gironde","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  4,26% à  9,52%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,26 points.</span>"
"108","3307","ROUX-LABAT","Karine","Mme","LR",12.4,"RAUTUREAU","Benoît","M.",6.81,5.59,"3307","7e circonscription de la Gironde","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  6,81% à 12,40%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,59 points.</span>"
"109","3308","FOULON","Yves","M.","LR",23.99,"MORIN","Marc","M.",9.97,14.02,"3308","8e circonscription de la Gironde","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  9,97% à 23,99%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 14,02 points.</span>"
"110","3309","DUFRANC","Michel","M.","LR",13,"CARDOIT","Rene","M.",5.47,7.53,"3309","9e circonscription de la Gironde","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  5,47% à 13,00%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,53 points.</span>"
"111","3311","CONTE JAUBERT","Mireille","Mme","LR",6.76,"PICARD","Cecile","Mme",1.99,4.77,"3311","11e circonscription de la Gironde","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  1,99% à  6,76%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,77 points.</span>"
"112","3312","D'AMÉCOURT","Yves","M.","LR",14.7,"MERCIER","Bastien","M.",4.54,10.16,"3312","12e circonscription de la Gironde","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  4,54% à 14,70%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 10,16 points.</span>"
"113","3403","DARDÉ","Catherine","Mme","LR",8.51,"BERTHET","Alain","M.",5.57,2.94,"3403","3e circonscription de l'Hérault","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  5,57% à  8,51%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  2,94 points.</span>"
"114","3405","ROUILLÉ","Catherine","Mme","LR",10.51,"MARCHAND","Lewis","M.",2.78,7.73,"3405","5e circonscription de l'Hérault","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  2,78% à 10,51%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,73 points.</span>"
"115","3406","ABOUD","Elie","M.","LR",18.28,"TAILLADE","Florence","Mme",2.24,16.04,"3406","6e circonscription de l'Hérault","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  2,24% à 18,28%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 16,04 points.</span>"
"116","3408","JULIEN","Arnaud","M.","LR",9.78,"LEFEUVRE-ROUMANOS","Nathalie","Mme",3.65,6.13,"3408","8e circonscription de l'Hérault","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  3,65% à  9,78%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,13 points.</span>"
"117","3409","JENIN-VIGNAUD","Joëlle","Mme","LR",12.6,"BOUSCARAIN","Jean-François","M.",5.69,6.91,"3409","9e circonscription de l'Hérault","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  5,69% à 12,60%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,91 points.</span>"
"118","3503","PARMENTIER","Mélina","Mme","LR",15.13,"PARMENTIER","Mélina","Mme",8.53,6.6,"3503","3e circonscription d'Ille-et-Vilaine","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  8,53% à 15,13%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,60 points.</span>"
"119","3504","CARREAU","Jean-Marc","M.","LR",10.49,"FRANÇOIS","Jacques","M.",7.88,2.61,"3504","4e circonscription d'Ille-et-Vilaine","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  7,88% à 10,49%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  2,61 points.</span>"
"120","3505","LE CALLENNEC","Isabelle","Mme","LR",29.68,"HOUILLOT","Jonathan","M.",16.79,12.89,"3505","5e circonscription d'Ille-et-Vilaine","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 16,79% à 29,68%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 12,89 points.</span>"
"121","3507","LURTON","Gilles","M.","LR",34.81,"BOURGEAUX","Jean-Luc","M.",25.42,9.38999999999999,"3507","7e circonscription d'Ille-et-Vilaine","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 25,42% à 34,81%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  9,39 points.</span>"
"122","3508","DHALLUIN","Amélie","Mme","LR",11.34,"TOURNADE","Maël","M.",2.2,9.14,"3508","8e circonscription d'Ille-et-Vilaine","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  2,20% à 11,34%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  9,14 points.</span>"
"123","3601","PICARD","Paulette","Mme","LR",11.49,"FRUCHON","Alix","Mme",18.18,-6.69,"3601","1ère circonscription de l'Indre","Entre -10 et -5 %",2,"#d6604d","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 18,18% à 11,49%, soit une baisse de <span style='background: #d6604d; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -6,69 points.</span>"
"124","3602","FORISSIER","Nicolas","M.","LR",24.39,"FORISSIER","Nicolas","M.",25.52,-1.13,"3602","2e circonscription de l'Indre","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 25,52% à 24,39%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -1,13 points.</span>"
"125","3701","BALLESTEROS","Céline","Mme","LR",13.1,"LEBRETON","Olivier","M.",11.85,1.25,"3701","1ère circonscription d'Indre-et-Loire","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 11,85% à 13,10%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  1,25 points.</span>"
"126","3702","GREFF","Claude","Mme","LR",21.16,"NICOLAEFF","Svetlana","Mme",7.77,13.39,"3702","2e circonscription d'Indre-et-Loire","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  7,77% à 21,16%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 13,39 points.</span>"
"127","3704","NOVELLI","Hervé","M.","LR",17.84,"LAGRÉE","Sophie","Mme",9.55,8.29,"3704","4e circonscription d'Indre-et-Loire","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  9,55% à 17,84%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  8,29 points.</span>"
"128","3705","BOIGARD","Fabrice","M.","LR",18.8,"BOIGARD","Fabrice","M.",13.45,5.35,"3705","5e circonscription d'Indre-et-Loire","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 13,45% à 18,80%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,35 points.</span>"
"129","3802","VICENTE","Magalie","Mme","LR",8.62,"SARRAT","Fabienne","Mme",4.84,3.78,"3802","2e circonscription de l'Isère","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  4,84% à  8,62%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  3,78 points.</span>"
"130","3803","LEGER","Elodie","Mme","LR",8.7,"CHAPPET","Clément","M.",7.09,1.61,"3803","3e circonscription de l'Isère","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  7,09% à  8,70%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  1,61 points.</span>"
"131","3806","MOYNE-BRESSAND","Alain","M.","LR",18.06,"MERLE","Annick","Mme",13.44,4.62,"3806","6e circonscription de l'Isère","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 13,44% à 18,06%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,62 points.</span>"
"132","3807","NEUDER","Yannick","M.","LR",22.61,"NEUDER","Yannick","M.",24.84,-2.23,"3807","7e circonscription de l'Isère","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 24,84% à 22,61%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -2,23 points.</span>"
"133","3808","SILVESTRE","Maryline","Mme","LR",17.54,"LASSALLE","Jean-Claude","M.",20.89,-3.35,"3808","8e circonscription de l'Isère","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 20,89% à 17,54%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -3,35 points.</span>"
"134","3809","GATTAZ","Bruno","M.","LR",17.01,"GATTAZ","Bruno","M.",12.27,4.74,"3809","9e circonscription de l'Isère","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 12,27% à 17,01%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,74 points.</span>"
"135","3810","CHRIQUI","Vincent","M.","LR",15.4,"LEPRETRE","Aurélien","M.",8.82,6.58,"3810","10e circonscription de l'Isère","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  8,82% à 15,40%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,58 points.</span>"
"136","3901","BRERO","Cyrille","M.","LR",17.73,"MARRAUD DES GROTTES","Benjamin","M.",7.67,10.06,"3901","1ère circonscription du Jura","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  7,67% à 17,73%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 10,06 points.</span>"
"137","3902","DALLOZ","Marie-Christine","Mme","LR",29.17,"DALLOZ","Marie-Christine","Mme",30.03,-0.859999999999999,"3902","2e circonscription du Jura","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 30,03% à 29,17%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -0,86 points.</span>"
"138","3903","SERMIER","Jean-Marie","M.","LR",32.75,"GRUET","Justine","Mme",25.62,7.13,"3903","3e circonscription du Jura","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 25,62% à 32,75%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,13 points.</span>"
"139","4001","NADAU","Marie-Françoise","Mme","LR",11.6,"HARAMBAT","Marie-Christine","Mme",6.3,5.3,"4001","1ère circonscription des Landes","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  6,30% à 11,60%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,30 points.</span>"
"140","4002","PACOT","Sylviane","Mme","LR",10.87,"VERNIER","Marc","M.",4.79,6.08,"4002","2e circonscription des Landes","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  4,79% à 10,87%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,08 points.</span>"
"141","4101","HENAULT","Damien","M.","LR",13.21,"BENAKCHA","Malik","M.",7.42,5.79,"4101","1ère circonscription du Loir-et-Cher","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  7,42% à 13,21%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,79 points.</span>"
"142","4102","PELTIER","Guillaume","M.","LR",29.08,"BIOULAC","Pascal","M.",17.28,11.8,"4102","2e circonscription du Loir-et-Cher","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 17,28% à 29,08%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 11,80 points.</span>"
